record_id,country,state_emirate,city_tier,economic_zone,industry,company_size,job_category,job_title,job_level,age_group,gender,education_level,years_of_experience,employment_type,remote_work_percentage,automation_risk_score,ai_augmentation_potential,ai_exposure_index,task_automation_percentage,ai_collaboration_score,company_ai_adoption_level,ai_tool_usage_frequency,generative_ai_usage,ai_implementation_year,job_transformation_stage,primary_skill_type,technical_skill_score,soft_skill_score,digital_literacy_score,ai_literacy_score,skill_gap_index,reskilling_urgency_score,annual_training_hours,employer_training_investment_usd,certifications_held,annual_salary_usd,salary_growth_rate_yoy,job_security_index,job_displacement_probability,career_growth_potential,new_role_emergence_score,productivity_index,productivity_change_with_ai,labor_market_demand_index,wage_premium_for_ai_skills,observation_year,demand_forecast_2025,demand_forecast_2030,estimated_years_to_significant_automation,workforce_transition_timeline,projected_salary_2030_usd,ai_anxiety_level,ai_optimism_level,reskilling_willingness,technology_acceptance_score,job_satisfaction_score,work_life_balance_score,ai_benefit_perception,career_pivot_consideration,company_ai_investment_millions,department,team_size,ai_tools_available_count,organizational_ai_culture_score
4660,India,Andhra Pradesh,Tier 2,Tech Hub,Finance & Banking,Small,Creative & Design,Art Director,Lead,55-64,Male,Bachelor,40,Freelance,61,39.4,96.9,75.0,34.0,79.0,39.8,Rarely,False,2026,Early Adoption,Creative,100.0,100.0,100.0,67.4,26.5,36.6,23,239.96,8,78812,6.9,82.5,34.3,79.5,86.6,125.3,59.9,71.3,28.5,2026,Stable,Growing,12,Long-term (5-10yr),89974,4,3,3,97.6,63.1,56.4,Positive,False,0.79,Finance,4,1,35.5
4661,UAE,Dubai,Major,Financial Center,Transportation & Logistics,Large,Human Resources,Recruiter,Senior,45-54,Male,Master,28,Contract,57,73.5,85.8,80.4,59.4,75.9,92.4,Daily,False,2024,Pre-AI,Interpersonal,98.3,100.0,100.0,71.8,17.4,37.9,99,19144.94,6,133642,1.4,64.6,39.8,88.0,66.7,129.4,42.0,76.4,17.4,2025,Stable,Growing,5,Long-term (5-10yr),153729,5,4,3,96.3,83.4,59.3,Neutral,False,346.92,Engineering,22,11,94.3
4662,India,Jharkhand,Tier 3,Industrial,Manufacturing,Small,Human Resources,Talent Acquisition Lead,Mid,18-24,Male,Bachelor,0,Full-time,15,49.5,94.5,73.6,40.7,96.4,35.4,Rarely,False,2016,Scaling,Interpersonal,50.3,65.8,79.6,50.4,59.0,53.9,31,1000.73,1,13087,5.6,72.6,38.2,100.0,79.1,103.4,33.3,87.2,15.7,2027,High Growth,Declining,14,Stable,14222,4,4,4,96.7,66.8,74.8,Positive,False,0.7,Customer Support,9,10,34.8
4663,India,Tamil Nadu,Tier 1,Tech Hub,Finance & Banking,Small,Customer Service,Technical Support Specialist,Mid,35-44,Male,Bachelor,17,Full-time,26,59.5,100.0,70.9,44.1,78.8,34.5,Daily,False,2026,Optimized,Interpersonal,77.4,98.6,89.1,63.7,24.5,30.9,34,1279.66,3,35999,9.9,61.6,39.1,100.0,64.6,106.4,28.1,80.1,18.3,2026,Declining,Growing,11,Short-term (1-2yr),37458,5,2,4,95.3,47.2,54.1,Very Positive,False,1.65,Administration,22,6,52.1
4664,India,Telangana,Tier 1,Tech Hub,Technology,Enterprise,Engineering & Technical,Embedded Systems Engineer,Senior,45-54,Female,Master,29,Freelance,38,24.8,100.0,96.0,24.9,64.4,88.4,Weekly,True,2018,Scaling,Technical,100.0,100.0,100.0,82.4,0.0,2.9,61,14814.31,6,70583,13.5,63.5,0.0,71.3,72.2,146.0,48.5,61.6,25.2,2027,Stable,Growing,18,Immediate,62602,3,4,3,99.9,63.6,45.6,Positive,False,3401.83,Design,137,13,80.4
4665,India,West Bengal,Tier 1,Mixed,Transportation & Logistics,Large,Operations & Logistics,Logistics Coordinator,Senior,25-34,Female,Master,11,Full-time,35,84.2,55.9,52.7,76.7,61.9,64.1,Monthly,False,2019,AI-Native,Manual,98.3,93.5,100.0,59.2,12.8,27.0,108,8230.31,4,31018,-1.1,50.0,61.6,87.0,38.1,122.8,8.5,70.6,22.3,2022,Growing,Declining,6,Medium-term (3-5yr),32137,4,4,5,77.5,59.6,71.5,Positive,False,248.39,Design,22,9,74.5
4666,UAE,Abu Dhabi,Major,Administrative,Energy & Utilities,Small,Administrative & Support,Executive Assistant,Junior,25-34,Female,Master,0,Full-time,63,63.6,87.7,83.6,39.2,88.4,69.7,Weekly,True,2016,Optimized,Interpersonal,61.7,64.8,82.9,52.7,28.6,38.1,65,3160.62,0,57631,3.9,56.9,63.5,88.7,64.3,77.9,40.7,83.9,13.7,2028,Declining,Growing,13,Stable,66084,4,5,4,76.6,80.4,40.0,Neutral,False,7.93,Data Science,22,9,60.9
4667,UAE,Abu Dhabi,Major,Administrative,Manufacturing,Medium,Administrative & Support,Virtual Assistant,Mid,25-34,Female,Master,5,Full-time,37,89.9,96.8,68.8,47.9,80.0,85.2,Monthly,True,2019,Optimized,Interpersonal,75.8,73.1,85.5,52.9,14.7,48.4,46,6951.73,2,84311,3.4,36.8,68.8,88.8,67.8,132.3,56.1,76.9,25.6,2027,Growing,Declining,7,Stable,123487,3,2,4,100.0,71.8,64.6,Positive,True,162.54,Human Resources,35,10,83.6
4668,India,Andhra Pradesh,Tier 2,Tech Hub,Technology,Large,Creative & Design,Video Editor,Lead,18-24,Male,Master,5,Full-time,28,31.6,96.4,84.5,18.3,68.3,87.9,Weekly,True,2022,AI-Native,Creative,84.5,90.4,100.0,38.3,29.9,29.3,128,8456.87,2,68217,-0.7,74.9,42.1,100.0,60.3,107.6,48.2,84.5,5.1,2025,Stable,Growing,7,Long-term (5-10yr),70752,3,4,5,80.7,86.5,49.2,Positive,False,126.25,Research,90,11,78.8
4669,UAE,Dubai,Major,Financial Center,Technology,Small,Sales & Marketing,Sales Representative,Lead,25-34,Male,Associate,9,Full-time,63,30.4,100.0,100.0,16.6,84.1,67.7,Monthly,True,2023,Pre-AI,Interpersonal,73.1,73.3,54.3,61.0,39.7,42.1,38,2216.56,3,167529,10.3,60.1,20.9,100.0,91.3,101.8,69.2,98.6,26.0,2027,Growing,Growing,14,Medium-term (3-5yr),165775,1,5,3,85.5,74.9,58.1,Positive,True,7.13,Operations,13,3,67.9
4670,UAE,Abu Dhabi,Major,Administrative,Finance & Banking,Large,Engineering & Technical,DevOps Engineer,Manager,35-44,Female,Bachelor,22,Full-time,33,35.2,84.5,91.1,48.9,86.5,94.2,Never,True,2022,AI-Native,Technical,100.0,76.4,99.4,100.0,0.0,16.5,128,19554.19,5,269054,10.8,61.6,26.4,100.0,68.9,148.0,40.8,71.3,46.9,2028,Growing,Stable,17,Long-term (5-10yr),334052,3,4,4,100.0,39.2,56.9,Positive,True,1645.69,Marketing,28,8,100.0
4671,UAE,Dubai,Major,Financial Center,Retail & E-commerce,Large,Finance & Accounting,Auditor,Junior,25-34,Male,Bachelor,0,Full-time,78,63.9,94.6,80.6,43.3,77.1,100.0,Monthly,True,2017,Optimized,Analytical,59.3,62.1,62.7,46.3,46.5,52.8,58,18965.76,0,42536,4.9,64.3,38.0,84.5,58.8,104.6,21.4,79.7,27.9,2024,Growing,Declining,10,Medium-term (3-5yr),47083,4,5,3,75.1,86.0,76.2,Positive,True,1118.07,Finance,52,11,90.3
4672,UAE,Dubai,Major,Financial Center,Retail & E-commerce,Enterprise,Data & Analytics,Data Engineer,Senior,45-54,Male,Bachelor,31,Full-time,36,27.3,100.0,95.9,30.2,100.0,100.0,Rarely,True,2020,Scaling,Analytical,100.0,100.0,100.0,83.9,0.0,0.0,145,25000.0,6,113927,10.5,73.7,33.5,100.0,86.3,150.0,47.7,88.6,42.3,2020,Stable,Growing,12,Medium-term (3-5yr),99763,4,4,3,100.0,91.0,60.9,Positive,False,1712.05,Design,152,12,100.0
4673,India,Maharashtra,Tier 1,Financial Center,Manufacturing,Small,Sales & Marketing,Marketing Manager,Manager,18-24,Female,High School,7,Full-time,51,54.2,100.0,61.2,36.9,70.3,48.2,Never,True,2021,Optimized,Interpersonal,57.6,90.7,84.3,52.4,21.3,18.6,56,421.65,1,63338,12.8,50.0,25.3,100.0,64.4,106.8,41.6,55.6,14.9,2028,Growing,Declining,9,Immediate,90581,2,3,5,93.7,73.8,63.2,Positive,True,3.1,Legal,9,8,54.8
4674,UAE,Abu Dhabi,Major,Administrative,Healthcare,Medium,Customer Service,Technical Support Specialist,Mid,35-44,Female,Associate,17,Contract,52,42.3,100.0,96.1,23.9,62.0,74.9,Daily,False,2021,Early Adoption,Interpersonal,53.0,61.0,78.2,47.8,48.1,41.5,47,5598.59,7,93215,2.7,74.8,31.7,91.7,93.0,120.6,44.7,100.0,14.0,2025,High Growth,Stable,9,Medium-term (3-5yr),132945,3,4,4,81.6,63.3,53.9,Negative,True,151.33,Marketing,55,10,93.8
4675,India,Maharashtra,Tier 1,Financial Center,Technology,Small,Human Resources,Compensation Analyst,Mid,25-34,Male,Bachelor,9,Full-time,10,48.9,97.5,71.9,36.2,79.4,68.3,Daily,True,2020,Optimized,Interpersonal,69.0,79.0,72.2,57.1,31.7,36.5,18,606.27,3,37251,10.8,63.0,46.4,100.0,71.3,110.6,26.0,80.3,24.8,2020,Growing,Declining,8,Short-term (1-2yr),40917,4,5,4,94.9,77.6,53.0,Neutral,True,0.62,Legal,15,3,75.8
4676,India,Delhi NCT,Metro,Administrative,Retail & E-commerce,Large,Operations & Logistics,Operations Analyst,Junior,35-44,Male,Professional,16,Part-time,0,62.3,100.0,61.8,46.9,87.9,60.8,Weekly,False,2024,Optimized,Manual,72.2,94.9,65.9,47.5,32.8,31.8,90,6551.29,6,23346,6.2,40.0,61.7,81.4,72.2,122.8,52.5,63.2,25.5,2025,Stable,Declining,7,Short-term (1-2yr),31702,4,3,3,83.9,82.1,68.6,Neutral,True,386.77,Finance,109,8,72.9
4677,UAE,Dubai,Major,Financial Center,Transportation & Logistics,Medium,Creative & Design,Copywriter,Senior,35-44,Male,Bachelor,20,Freelance,58,65.1,78.1,69.7,59.5,77.8,69.3,Daily,True,2021,Optimized,Creative,92.5,88.3,100.0,57.4,20.3,35.0,35,6880.24,5,109093,6.4,49.2,38.7,88.0,72.7,119.1,33.8,100.0,25.6,2024,Growing,Growing,7,Medium-term (3-5yr),134452,3,2,4,100.0,83.4,68.7,Negative,True,133.41,Design,57,9,81.0
4678,India,Karnataka,Tier 1,Tech Hub,Manufacturing,Small,Finance & Accounting,Bookkeeper,Junior,35-44,Male,High School,12,Contract,70,90.9,72.3,58.6,73.5,58.5,54.6,Daily,False,2015,Scaling,Analytical,46.1,55.1,66.3,33.3,53.0,49.9,61,1917.44,2,18277,-4.6,54.2,65.7,85.3,45.5,104.1,27.2,65.4,14.4,2022,Declining,Stable,4,Stable,24059,5,2,3,86.9,100.0,56.6,Negative,True,0.68,Finance,20,7,65.5
4679,UAE,Dubai,Major,Financial Center,Retail & E-commerce,Enterprise,Creative & Design,Art Director,Junior,25-34,Male,Master,0,Full-time,47,31.5,100.0,87.5,30.5,80.6,97.6,Never,True,2025,Scaling,Creative,51.6,45.7,79.4,53.3,47.2,37.7,125,25000.0,2,55944,4.3,63.9,35.0,81.3,90.4,92.7,43.2,76.3,24.8,2025,Stable,Growing,14,Short-term (1-2yr),67658,3,4,5,100.0,72.2,83.1,Neutral,False,5000.0,Legal,102,9,100.0
4680,India,Karnataka,Tier 1,Tech Hub,Technology,Small,Sales & Marketing,Account Manager,Mid,25-34,Male,Bachelor,10,Contract,46,41.8,100.0,92.2,36.9,77.8,61.4,Weekly,False,2021,Optimized,Interpersonal,60.8,73.7,61.4,43.7,48.1,45.6,0,1544.13,2,33824,12.1,55.7,36.7,100.0,87.7,95.3,26.9,76.7,19.8,2021,Declining,Stable,14,Immediate,34819,2,4,5,100.0,30.7,65.5,Positive,False,2.6,Customer Support,15,10,75.0
4681,India,Maharashtra,Tier 1,Financial Center,Transportation & Logistics,Large,Creative & Design,Creative Director,Senior,45-54,Male,High School,27,Part-time,37,30.9,94.3,98.7,22.5,82.4,82.5,Daily,True,2021,Optimized,Creative,88.0,60.1,86.3,52.0,15.7,21.7,90,6813.22,8,49554,10.9,59.5,29.5,76.2,62.0,132.9,41.2,92.4,12.1,2021,Growing,Stable,11,Long-term (5-10yr),49729,3,4,5,69.9,87.0,47.3,Very Positive,True,452.72,Operations,22,10,75.2
4682,UAE,Dubai,Major,Financial Center,Technology,Large,Operations & Logistics,Distribution Manager,Senior,25-34,Male,Bachelor,9,Full-time,82,62.5,100.0,94.8,59.4,93.6,100.0,Daily,True,2020,Pre-AI,Manual,60.4,78.9,91.2,70.7,30.0,54.0,88,19365.55,1,139835,7.5,53.3,52.2,100.0,68.6,127.2,77.1,65.0,31.0,2020,Stable,Stable,7,Medium-term (3-5yr),185094,4,3,5,100.0,76.5,96.2,Very Positive,False,1180.7,Operations,101,12,100.0
4683,India,Tamil Nadu,Tier 1,Tech Hub,Professional Services,Medium,Customer Service,Call Center Agent,Junior,45-54,Male,Master,28,Full-time,21,63.1,92.9,69.0,49.3,76.6,55.6,Weekly,True,2023,AI-Native,Interpersonal,67.8,100.0,92.6,65.4,29.3,26.3,79,2014.34,7,32233,8.2,71.1,57.5,80.5,71.2,113.7,51.0,75.7,38.3,2023,Stable,Growing,7,Stable,34426,4,3,4,79.9,77.2,46.1,Positive,False,22.37,Administration,48,6,57.9
4684,India,Delhi NCT,Metro,Administrative,Technology,Small,Finance & Accounting,Tax Specialist,Manager,18-24,Male,Bachelor,2,Contract,19,47.4,96.2,67.0,32.8,72.1,57.4,Monthly,True,2023,AI-Native,Analytical,57.1,78.3,99.1,62.8,26.2,28.1,41,1443.87,0,108500,7.4,46.1,43.0,100.0,47.8,115.5,24.9,75.5,38.9,2023,Stable,Stable,9,Stable,105872,3,4,3,90.6,79.6,59.7,Negative,False,1.55,Data Science,14,8,69.9
4685,India,Karnataka,Tier 1,Tech Hub,Finance & Banking,Small,Research & Development,R&D Engineer,Entry,25-34,Female,High School,3,Part-time,41,31.9,100.0,100.0,30.3,75.9,53.0,Daily,False,2023,Pre-AI,Technical,25.8,33.9,45.2,44.6,61.7,39.7,21,627.17,1,13425,6.8,65.5,17.2,96.8,80.4,97.7,75.4,92.4,14.6,2025,High Growth,Growing,14,Medium-term (3-5yr),15155,1,4,4,94.4,70.9,57.2,Positive,False,0.66,Operations,12,5,87.8
4686,UAE,Sharjah,Secondary,Industrial,Finance & Banking,Medium,Data & Analytics,Statistician,Mid,35-44,Male,Bachelor,11,Full-time,45,39.5,99.2,83.3,20.4,69.6,74.8,Hourly,True,2023,Early Adoption,Analytical,93.1,54.0,69.5,39.9,32.8,38.3,47,6435.02,3,73398,17.2,62.7,8.1,90.2,78.6,126.2,57.3,70.6,24.7,2030,High Growth,Growing,10,Medium-term (3-5yr),93663,3,5,2,87.4,72.3,75.9,Positive,False,51.06,Research,35,11,72.5
4687,UAE,Dubai,Major,Financial Center,Healthcare,Large,Engineering & Technical,Cloud Architect,Lead,25-34,Male,Master,12,Full-time,36,21.6,100.0,100.0,0.0,94.5,86.0,Never,False,2018,Optimized,Technical,100.0,97.3,100.0,75.1,4.8,21.9,88,19013.07,2,142105,14.7,87.1,17.9,100.0,82.3,120.1,53.3,80.6,34.8,2022,Stable,High Growth,15,Medium-term (3-5yr),152329,3,5,4,100.0,77.5,53.5,Neutral,False,350.36,Marketing,98,13,100.0
4688,UAE,Fujairah,Secondary,Industrial,Retail & E-commerce,Enterprise,Customer Service,Client Relations Manager,Senior,35-44,Male,Master,17,Full-time,70,47.1,100.0,68.0,53.7,94.4,89.7,Daily,True,2024,Scaling,Interpersonal,78.8,84.4,100.0,70.4,7.0,21.3,122,25000.0,4,84747,10.3,68.4,20.1,94.5,64.2,113.9,29.7,69.2,32.5,2024,Stable,Declining,12,Long-term (5-10yr),86474,2,3,4,95.3,77.3,77.7,Very Positive,False,5000.0,Administration,38,14,80.1
4689,India,Bihar,Tier 3,Mixed,Manufacturing,Large,Creative & Design,Copywriter,Mid,45-54,Male,Bachelor,26,Freelance,10,58.8,86.5,62.8,52.7,63.6,71.8,Weekly,False,2022,Optimized,Creative,64.9,76.5,56.5,39.6,44.9,47.6,27,6939.85,6,22468,13.0,63.9,43.0,76.7,70.1,86.0,38.4,61.3,11.1,2024,Declining,High Growth,5,Short-term (1-2yr),32464,5,2,4,100.0,63.1,50.7,Neutral,True,283.7,Design,98,9,81.5
4690,India,Gujarat,Tier 1,Industrial,Finance & Banking,Small,Research & Development,Principal Scientist,Mid,55-64,Male,Doctorate,37,Full-time,51,12.5,90.3,84.1,14.4,91.1,48.2,Never,False,2022,Early Adoption,Technical,95.8,100.0,100.0,71.6,12.1,0.0,35,1239.61,8,49956,8.1,72.1,19.0,83.8,63.2,131.5,75.2,84.7,31.3,2022,High Growth,Declining,10,Short-term (1-2yr),59846,4,4,3,92.9,79.8,20.3,Positive,False,2.25,Finance,4,8,59.9
4691,India,Kerala,Tier 2,Mixed,Education,Enterprise,Finance & Accounting,Auditor,Senior,35-44,Male,Associate,19,Freelance,51,56.8,100.0,70.0,56.7,94.3,65.3,Monthly,True,2017,Scaling,Analytical,78.9,62.0,83.1,65.6,34.5,47.1,84,13814.27,3,35705,3.3,54.0,30.2,80.4,63.2,124.5,77.7,80.4,14.2,2027,Stable,Stable,8,Short-term (1-2yr),37955,3,4,4,87.5,74.0,86.6,Positive,False,1814.62,Human Resources,117,9,76.6
4692,India,Odisha,Tier 2,Industrial,Media & Entertainment,Medium,Creative & Design,Creative Director,Manager,55-64,Male,Bachelor,40,Full-time,36,6.9,100.0,98.9,0.0,71.0,63.1,Monthly,True,2020,AI-Native,Managerial,100.0,80.5,100.0,95.7,0.0,11.4,71,1752.59,9,69337,8.7,95.9,0.0,97.5,58.4,117.6,37.2,77.0,29.8,2020,High Growth,Growing,18,Stable,53787,3,4,2,77.5,100.0,46.9,Very Positive,False,26.34,Design,45,9,66.4
4693,India,Maharashtra,Tier 1,Financial Center,Education,Enterprise,Engineering & Technical,Cloud Architect,Senior,25-34,Male,Bachelor,6,Full-time,19,14.3,100.0,95.2,20.2,95.9,95.1,Daily,False,2017,Scaling,Technical,93.2,80.8,90.9,64.1,2.8,6.5,131,15669.07,1,32796,8.6,79.4,8.2,91.8,73.2,133.3,34.5,95.3,23.5,2027,High Growth,Growing,16,Stable,31053,3,2,4,100.0,90.7,43.3,Negative,False,2796.59,Research,238,12,97.3
4694,UAE,Abu Dhabi,Major,Administrative,Finance & Banking,Enterprise,Customer Service,Customer Service Representative,Mid,45-54,Male,Master,24,Full-time,89,87.1,68.8,78.6,72.1,88.7,97.4,Weekly,True,2021,Scaling,Interpersonal,89.1,100.0,88.9,79.0,13.2,21.9,102,25000.0,4,135448,3.8,28.5,93.6,100.0,74.0,125.3,42.2,52.0,23.5,2021,Growing,Declining,7,Medium-term (3-5yr),145126,4,4,4,87.6,57.2,87.9,Positive,True,3190.44,Data Science,142,10,100.0
4695,UAE,Dubai,Major,Financial Center,Technology,Large,Administrative & Support,Administrative Assistant,Lead,45-54,Female,High School,31,Contract,48,70.7,88.3,66.3,52.4,60.9,100.0,Weekly,True,2019,Scaling,Interpersonal,99.7,91.7,100.0,73.3,19.7,37.4,118,21583.15,7,197857,4.8,58.2,23.6,85.0,52.3,150.0,38.2,82.1,39.0,2028,Declining,Declining,1,Immediate,247597,4,4,3,100.0,57.3,73.8,Positive,True,896.4,Administration,62,13,83.0
4696,India,Andhra Pradesh,Tier 2,Tech Hub,Education,Small,Research & Development,Research Scientist,Mid,25-34,Male,Master,3,Full-time,13,15.0,74.5,82.7,27.1,84.4,50.1,Never,True,2023,Pre-AI,Technical,64.5,63.8,75.0,42.8,30.3,16.3,24,794.45,1,20005,6.4,72.3,29.9,94.1,51.3,109.8,35.5,97.7,27.5,2027,High Growth,Growing,15,Long-term (5-10yr),25873,4,3,5,82.0,71.3,63.7,Positive,False,3.28,Human Resources,8,0,53.1
4697,India,Kerala,Tier 2,Mixed,Retail & E-commerce,Enterprise,Creative & Design,Video Editor,Lead,25-34,Male,Bachelor,16,Full-time,11,61.3,80.6,83.5,55.1,59.8,58.8,Rarely,True,2023,Optimized,Creative,94.2,91.0,100.0,52.5,10.4,25.5,107,11940.21,5,48346,6.3,53.7,24.0,85.8,66.2,139.6,25.2,87.9,24.8,2026,Stable,Growing,11,Medium-term (3-5yr),47976,5,4,5,100.0,87.3,59.1,Positive,False,1107.73,Human Resources,83,4,70.4
4698,India,Karnataka,Tier 1,Tech Hub,Healthcare,Large,Administrative & Support,Office Coordinator,Manager,35-44,Male,Bachelor,23,Full-time,17,73.2,91.1,91.8,69.3,63.0,93.9,Daily,True,2017,Pre-AI,Managerial,97.8,94.9,100.0,45.0,11.5,14.7,74,6605.59,5,92126,6.1,65.4,45.8,79.1,80.9,139.0,51.5,44.5,28.8,2020,Declining,Growing,9,Long-term (5-10yr),88615,4,2,5,90.4,94.0,83.5,Very Negative,True,604.84,Data Science,61,10,95.1
4699,India,Delhi NCT,Metro,Administrative,Professional Services,Enterprise,Customer Service,Help Desk Analyst,Lead,25-34,Female,Bachelor,13,Full-time,14,66.2,86.7,79.8,65.1,76.8,97.3,Daily,True,2024,Optimized,Interpersonal,90.7,100.0,77.3,59.5,21.5,42.8,87,15136.84,2,83402,3.9,51.3,57.9,81.4,62.0,139.2,36.5,76.1,19.8,2024,Growing,Growing,8,Medium-term (3-5yr),108388,3,3,3,95.2,75.8,57.4,Very Negative,False,717.19,Engineering,90,2,86.4
4700,India,Telangana,Tier 1,Tech Hub,Technology,Small,Sales & Marketing,Marketing Manager,Senior,35-44,Male,Associate,16,Part-time,25,18.2,100.0,100.0,17.9,72.6,41.5,Monthly,False,2016,Early Adoption,Interpersonal,65.3,84.6,97.6,64.9,17.6,9.1,15,423.58,3,54053,11.5,66.7,6.5,100.0,81.1,120.0,39.4,100.0,28.1,2027,Growing,Declining,20,Long-term (5-10yr),62375,3,4,5,96.5,86.5,33.3,Neutral,False,3.09,Finance,21,11,51.7
4701,India,Delhi NCT,Metro,Administrative,Retail & E-commerce,Medium,Engineering & Technical,Systems Administrator,Manager,25-34,Male,Doctorate,11,Full-time,54,56.2,93.4,49.0,44.9,82.9,64.8,Weekly,False,2021,Optimized,Managerial,100.0,100.0,100.0,89.3,0.0,16.2,51,2661.29,3,81980,4.2,79.4,18.4,97.0,41.2,150.0,67.3,77.6,35.1,2021,Stable,Declining,6,Immediate,98960,4,5,5,86.7,90.8,96.0,Very Positive,True,32.53,Customer Support,54,10,60.4
4702,India,Maharashtra,Tier 1,Financial Center,Finance & Banking,Large,Customer Service,Help Desk Analyst,Entry,25-34,Female,Master,2,Freelance,33,86.2,67.1,85.1,81.4,61.8,90.6,Daily,True,2022,AI-Native,Interpersonal,73.1,74.3,85.5,58.2,24.5,51.2,83,8347.1,0,18073,7.9,33.4,44.0,79.8,59.2,118.1,39.7,52.8,18.6,2022,Declining,Stable,10,Medium-term (3-5yr),20766,4,2,4,98.3,81.4,29.3,Positive,True,443.45,Operations,42,13,100.0
4703,India,Puducherry,Tier 3,Mixed,Retail & E-commerce,Startup,Human Resources,Recruiter,Entry,25-34,Male,Master,0,Part-time,42,70.9,90.9,56.1,49.1,81.4,60.0,Daily,True,2024,Scaling,Interpersonal,64.7,54.3,59.5,43.7,48.9,54.8,62,1003.14,2,9421,10.7,34.5,22.5,100.0,55.7,98.3,57.1,52.8,17.6,2024,Declining,Stable,4,Short-term (1-2yr),12091,4,3,4,77.3,76.1,50.5,Positive,True,0.16,Sales,8,4,61.0
4704,India,Uttar Pradesh,Tier 2,Mixed,Government & Public Sector,Medium,Data & Analytics,Data Analyst,Mid,55-64,Male,Bachelor,32,Full-time,64,44.1,100.0,67.9,38.6,77.9,60.5,Weekly,True,2018,AI-Native,Analytical,83.9,84.9,88.9,82.9,22.6,34.0,21,3862.55,6,29649,7.7,62.0,15.2,86.8,74.8,130.5,51.0,90.5,32.2,2023,Stable,Stable,10,Stable,40153,2,2,3,90.3,52.6,60.3,Positive,False,33.11,Administration,14,8,48.9
4705,India,Maharashtra,Tier 1,Financial Center,Retail & E-commerce,Small,Administrative & Support,Data Entry Clerk,Senior,55-64,Male,Master,35,Freelance,20,100.0,52.5,85.2,81.5,51.8,43.6,Rarely,False,2022,Scaling,Interpersonal,100.0,89.1,100.0,52.3,21.9,48.4,65,1342.9,8,59646,2.2,54.1,62.3,52.4,51.9,138.3,9.7,67.9,19.7,2022,Stable,Stable,2,Long-term (5-10yr),91012,5,3,4,90.7,76.2,50.8,Neutral,True,1.25,Legal,22,0,60.2
4706,India,West Bengal,Tier 1,Mixed,Energy & Utilities,Medium,Data & Analytics,Data Analyst,Mid,45-54,Male,Master,29,Full-time,39,42.9,89.8,73.0,29.9,69.1,41.3,Weekly,False,2025,Pre-AI,Analytical,85.6,89.5,98.4,62.6,2.1,7.6,36,2834.07,5,36974,11.7,49.9,31.1,87.2,89.3,129.2,68.1,81.5,36.8,2025,Declining,Declining,5,Short-term (1-2yr),46957,4,3,5,96.8,56.8,47.0,Positive,False,5.15,Administration,31,6,57.0
4707,India,Uttar Pradesh,Tier 2,Mixed,Education,Enterprise,Data & Analytics,Quantitative Analyst,Senior,35-44,Female,Bachelor,18,Contract,15,12.8,100.0,87.3,0.0,100.0,94.7,Daily,False,2016,Early Adoption,Analytical,100.0,86.8,98.5,61.2,6.4,31.7,98,14940.87,5,28530,2.1,89.5,20.8,69.6,77.7,126.3,33.5,90.3,11.6,2027,Declining,Growing,17,Stable,25445,3,3,3,91.5,68.5,43.7,Positive,False,1493.49,Human Resources,123,14,89.7
4708,India,West Bengal,Tier 1,Mixed,Technology,Medium,Finance & Accounting,Financial Analyst,Executive,45-54,Male,Master,40,Full-time,25,37.6,100.0,99.1,19.4,75.9,74.6,Weekly,True,2024,Optimized,Managerial,100.0,100.0,100.0,70.2,19.3,17.3,75,2381.53,13,174794,8.8,90.2,49.1,85.1,80.7,116.6,46.8,71.3,29.9,2025,Growing,High Growth,12,Stable,174734,3,4,3,87.2,84.9,84.6,Negative,False,17.16,Research,16,7,74.9
4709,India,Delhi NCT,Metro,Administrative,Technology,Large,Human Resources,Compensation Analyst,Mid,25-34,Male,Master,5,Contract,40,39.0,100.0,89.3,17.8,67.9,78.8,Daily,True,2023,Early Adoption,Interpersonal,83.4,89.9,56.3,67.9,18.6,16.5,86,6079.63,1,39018,9.8,46.6,30.1,100.0,87.9,109.7,36.1,50.3,29.2,2023,High Growth,High Growth,10,Stable,50210,4,4,4,93.6,68.6,50.8,Positive,False,270.37,Legal,85,11,78.9
4710,India,Karnataka,Tier 1,Tech Hub,Education,Medium,Finance & Accounting,Payroll Specialist,Entry,18-24,Female,Bachelor,0,Full-time,31,62.8,95.8,73.6,54.3,61.7,62.5,Rarely,False,2019,Scaling,Analytical,33.9,53.0,58.5,68.5,53.7,41.7,46,4283.57,0,8020,12.4,36.7,59.0,100.0,75.6,128.2,68.3,73.8,27.8,2025,Growing,High Growth,10,Long-term (5-10yr),8301,3,3,4,97.7,58.6,65.5,Neutral,True,38.51,Data Science,35,9,74.6
4711,India,West Bengal,Tier 1,Mixed,Retail & E-commerce,Small,Creative & Design,UX Designer,Junior,45-54,Male,Bachelor,23,Full-time,17,27.9,100.0,100.0,21.3,87.2,71.4,Daily,False,2020,Optimized,Creative,75.7,61.2,83.6,81.8,5.8,16.4,77,280.78,6,21628,8.6,68.4,9.5,82.6,88.6,92.3,47.7,100.0,34.7,2020,High Growth,High Growth,11,Immediate,19486,5,4,4,85.3,82.7,39.9,Neutral,False,1.39,Marketing,20,10,58.2
